Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A09005_001,SE_A09005_002,SE_A09005_009,SE_A09005_010,SE_A09005_003,SE_A09005_004,SE_A09005_005,SE_A09005_006,SE_A09005_007,SE_A09005_008
"01","Alabama","al","040","00",,,,"01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alabama",,,,2183677,1985736,1808631,177105,8235,1878,1805,24058,16559,145406
"02","Alaska","ak","040","00",,,,"02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alaska",,,,351067,274263,231484,42779,5404,474,2447,27039,13159,28281
"04","Arizona","az","040","00",,,,"04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arizona",,,,3244419,2610395,2285920,324475,46621,10036,19629,54751,40263,462724
"05","Arkansas","ar","040","00",,,,"05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arkansas",,,,1304084,1177402,1051964,125438,4347,1278,2052,19571,11443,87991
"06","California","ca","040","00",,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"California",,,,18353469,14313290,12561068,1752222,700360,46193,135240,437430,220114,2500842
"08","Colorado","co","040","00",,,,"08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colorado",,,,3006848,2304559,2062480,242079,66908,4587,30681,79574,24630,495909
"09","Connecticut","ct","040","00",,,,"09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Connecticut",,,,1798193,1435163,1298747,136416,67299,1120,3798,48134,16013,226666
"10","Delaware","de","040","00",,,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Delaware",,,,468881,389861,352389,37472,8608,197,1397,9929,4334,54555
"11","District of Columbia","dc","040","00",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"District of Columbia",,,,366965,125362,108961,16401,93507,476,12169,37673,5943,91835
"12","Florida","fl","040","00",,,,"12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Florida",,,,9897435,8224378,7334018,890360,156047,19949,49608,133817,132309,1181327
"13","Georgia","ga","040","00",,,,"13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Georgia",,,,5010799,4165847,3716507,449340,93364,4672,8541,66368,57607,614400
"15","Hawaii","hi","040","00",,,,"15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hawaii",,,,704432,565994,468497,97497,31334,3750,5617,29587,11845,56305
"16","Idaho","id","040","00",,,,"16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Idaho",,,,862707,724204,648852,75352,6014,2139,6640,23016,7295,93399
"17","Illinois","il","040","00",,,,"17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Illinois",,,,6171891,4710875,4233084,477791,452885,3889,33628,165816,58220,746578
"18","Indiana","in","040","00",,,,"18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Indiana",,,,3222821,2828334,2536027,292307,27153,2837,12088,64135,23948,264326
"19","Iowa","ia","040","00",,,,"19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Iowa",,,,1598658,1369905,1244258,125647,14483,1496,5479,47290,11583,148422
"20","Kansas","ks","040","00",,,,"20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kansas",,,,1445477,1249206,1124055,125151,7891,1913,3994,32796,11987,137690
"21","Kentucky","ky","040","00",,,,"21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kentucky",,,,1993847,1756272,1574496,181776,16501,1368,3392,39648,18122,158544
"22","Louisiana","la","040","00",,,,"22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Louisiana",,,,1995269,1775708,1601693,174015,23178,1296,7306,38432,24999,124350
"23","Maine","me","040","00",,,,"23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maine",,,,670170,550797,492292,58505,3655,656,2085,24157,6142,82678
"24","Maryland","md","040","00",,,,"24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maryland",,,,3101081,2357924,2114759,243165,183990,1938,8469,59507,34439,454814
"25","Massachusetts","ma","040","00",,,,"25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Massachusetts",,,,3595260,2560398,2308427,251971,283910,1819,27036,154993,40724,526380
"26","Michigan","mi","040","00",,,,"26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Michigan",,,,4613166,3932809,3557290,375519,56353,3421,15752,96130,37218,471483
"27","Minnesota","mn","040","00",,,,"27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Minnesota",,,,2934581,2339867,2111728,228139,76891,2627,15334,76224,23208,400430
"28","Mississippi","ms","040","00",,,,"28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mississippi",,,,1232826,1140206,1030651,109555,3735,884,1065,15422,15902,55612
"29","Missouri","mo","040","00",,,,"29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Missouri",,,,2920193,2512466,2278106,234360,31589,3317,5279,53174,24503,289865
"30","Montana","mt","040","00",,,,"30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montana",,,,526969,433673,383039,50634,3792,683,5930,21967,4928,55996
"31","Nebraska","ne","040","00",,,,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nebraska",,,,1004637,873587,786720,86867,5950,912,3032,23970,7894,89292
"32","Nevada","nv","040","00",,,,"32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nevada",,,,1434135,1209824,1056081,153743,38272,3501,3711,21677,28204,128946
"33","New Hampshire","nh","040","00",,,,"33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Hampshire",,,,726246,601360,549302,52058,5093,717,1591,16052,6113,95320
"34","New Jersey","nj","040","00",,,,"34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Jersey",,,,4517714,3299407,2953925,345482,428106,1451,12807,119018,66968,589957
"35","New Mexico","nm","040","00",,,,"35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Mexico",,,,901687,775875,687000,88875,7201,1381,4542,18096,8117,86475
"36","New York","ny","040","00",,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"New York",,,,9394994,5340711,4746319,594392,2265052,6512,71839,534971,87120,1088789
"37","North Carolina","nc","040","00",,,,"37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"North Carolina",,,,4919645,4125716,3701267,424449,45861,4851,7340,78758,47587,609532
"38","North Dakota","nd","040","00",,,,"38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"North Dakota",,,,404060,358231,324302,33929,2201,409,1040,13001,3687,25491
"39","Ohio","oh","040","00",,,,"39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ohio",,,,5579288,4780275,4355391,424884,75423,4238,15206,113183,43458,547505
"40","Oklahoma","ok","040","00",,,,"40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oklahoma",,,,1790757,1594832,1426479,168353,7354,2375,3724,31306,18425,132741
"41","Oregon","or","040","00",,,,"41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oregon",,,,2007255,1521561,1346323,175238,62607,3287,32077,68311,19289,300123
"42","Pennsylvania","pa","040","00",,,,"42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pennsylvania",,,,6200303,4889215,4409690,479525,277442,4953,26271,205475,62881,734066
"44","Rhode Island","ri","040","00",,,,"44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rhode Island",,,,542687,455274,413944,41330,11639,230,1918,15688,5789,52149
"45","South Carolina","sc","040","00",,,,"45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"South Carolina",,,,2344150,2054490,1856325,198165,14979,2388,4928,41383,26385,199597
"46","South Dakota","sd","040","00",,,,"46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"South Dakota",,,,449118,389221,354015,35206,2139,748,1380,14004,3313,38313
"47","Tennessee","tn","040","00",,,,"47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tennessee",,,,3213248,2806116,2532383,273733,19363,1728,3710,38985,31913,311433
"48","Texas","tx","040","00",,,,"48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Texas",,,,13755352,11665397,10327933,1337464,157641,15526,30812,201384,172080,1512512
"49","Utah","ut","040","00",,,,"49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Utah",,,,1617201,1302361,1143356,159005,29891,3387,8661,34427,10895,227579
"50","Vermont","vt","040","00",,,,"50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vermont",,,,330614,263906,236757,27149,2992,213,2501,14783,2439,43780
"51","Virginia","va","040","00",,,,"51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Virginia",,,,4290610,3400576,3043612,356964,137313,5043,13714,90057,44780,599127
"53","Washington","wa","040","00",,,,"53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington",,,,3722716,2785353,2454824,330529,173520,7164,25880,120751,34864,575184
"54","West Virginia","wv","040","00",,,,"54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"West Virginia",,,,723217,640847,581527,59320,5063,257,917,18747,7731,49655
"55","Wisconsin","wi","040","00",,,,"55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wisconsin",,,,2974249,2508957,2290304,218653,41525,3232,15713,83149,21264,300409
"56","Wyoming","wy","040","00",,,,"56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wyoming",,,,284555,244798,217500,27298,2631,462,2476,9978,2308,21902
"72","Puerto Rico","pr","040","00",,,,"72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Puerto Rico",,,,1051707,945657,872857,72800,13028,469,1703,25894,13984,50972
